2021-02-05,161
2021-02-06,321
2021-02-07,320
2021-02-08,594
2021-02-09,455
2021-02-10,347
2021-02-11,0
2021-02-12,0
2021-02-13,209
2021-02-14,460
2021-02-15,602
2021-02-16,0
2021-02-17,0
2021-02-18,236
2021-02-19,422
2021-02-20,0
2021-02-21,0
2021-02-22,337
2021-02-23,0
2021-02-24,0
2021-02-25,0
2021-02-26,0
2021-02-27,0
2021-02-28,162
2021-03-01,0
2021-03-02,0
2021-03-03,0
2021-03-04,0
2021-03-05,0
2021-03-06,0
2021-03-07,0
2021-03-08,0
2021-03-09,0
2021-03-10,0
2021-03-11,26
2021-03-12,361
2021-03-13,0
2021-03-14,0
2021-03-15,0
2021-03-16,0
2021-03-17,0
2021-03-18,0
2021-03-19,0
2021-03-20,0
2021-03-21,0
2021-03-22,0
2021-03-23,0
2021-03-24,0
2021-03-25,0
2021-03-26,0
2021-03-27,0
2021-03-28,0
2021-03-29,0
2021-03-30,0
2021-03-31,0
2021-04-01,0
2021-04-02,0
2021-04-03,0
2021-04-04,0
2021-04-05,214
2021-04-06,384
2021-04-07,387
2021-04-08,392
2021-04-09,377
2021-04-10,391
2021-04-11,203
2021-04-12,183
2021-04-13,0
2021-04-14,0
2021-04-15,0
2021-04-16,0
2021-04-17,43
2021-04-18,494
2021-04-19,424
2021-04-20,465
2021-04-21,462
2021-04-22,525
2021-04-23,632
2021-04-24,436
2021-04-25,0
2021-04-26,0
2021-04-27,0
2021-04-28,0
2021-04-29,0
2021-04-30,0
2021-05-01,0
2021-05-02,0
2021-05-03,0
2021-05-04,0
2021-05-05,0
2021-05-06,0
2021-05-07,0
2021-05-08,0
2021-05-09,0
2021-05-10,0
2021-05-11,0
2021-05-12,0
2021-05-13,0
2021-05-14,0
2021-05-15,0
2021-05-16,0
2021-05-17,0
2021-05-18,0
2021-05-19,0
2021-05-20,0
2021-05-21,0
2021-05-22,0
2021-05-23,0
2021-05-24,0
2021-05-25,280
2021-05-26,465
2021-05-27,434
2021-05-28,551
2021-05-29,493
2021-05-30,0
2021-05-31,0
2021-06-01,0
2021-06-02,0
2021-06-03,0
2021-06-04,0
2021-06-05,0
2021-06-06,0
2021-06-07,0
2021-06-08,0
2021-06-09,0
2021-06-10,0
2021-06-11,0
2021-06-12,0
2021-06-13,0
2021-06-14,0
2021-06-15,0
2021-06-16,0
2021-06-17,0
2021-06-18,0
2021-06-19,0
2021-06-20,1063
2021-06-21,4621
2021-06-22,4970
2021-06-23,3241
2021-06-24,0
2021-06-25,0
2021-06-26,0
2021-06-27,0
2021-06-28,0
2021-06-29,0
2021-06-30,0
2021-07-01,0
2021-07-02,2029
2021-07-03,3205
2021-07-04,2721
2021-07-05,3150
2021-07-06,0
2021-07-07,0
2021-07-08,0
2021-07-09,0
2021-07-10,0
2021-07-11,0
2021-07-12,0
2021-07-13,0
2021-07-14,0
2021-07-15,0
2021-07-16,110
2021-07-17,1728
2021-07-18,3383
2021-07-19,3503
2021-07-20,3353
2021-07-21,4505
2021-07-22,3721
2021-07-23,5132
2021-07-24,3946
2021-07-25,1468
2021-07-26,3655
2021-07-27,1685
2021-07-28,1888
2021-07-29,2633
2021-07-30,4522
2021-07-31,0
2021-08-01,0
2021-08-02,0
2021-08-03,0
2021-08-04,204
2021-08-05,1581
2021-08-06,1956
2021-08-07,1680
2021-08-08,4294
2021-08-09,6827
2021-08-10,0
2021-08-11,0
2021-08-12,0
2021-08-13,0
2021-08-14,1683
2021-08-15,3761
2021-08-16,4123
2021-08-17,4529
